CONF,G,W,BARTHAG,EFG_O,EFG_D,TOR,TORD,ORB,DRB,FTR,FTRD,2P_O,2P_D,3P_O,3P_D,ADJ_T,WAB,YearOffenseRank,YearDefenseRank,Made_Tournament
15,24,9,0.3768,48.2,50.8,17.4,19.0,23.6,26.6,24.5,28.4,46.6,50.5,33.4,34.2,64.7,-11.2,287,140,0
16,30,14,0.3729,50.4,48.3,18.2,16.7,26.4,27.1,25.0,28.5,49.7,47.1,34.4,33.4,66.3,-11.6,238,218,0
15,27,13,0.3679,49.4,51.1,19.1,19.5,28.2,28.1,31.6,33.2,50.6,51.3,31.7,33.9,67.5,-9.9,246,212,0
0,30,11,0.3653,47.8,50.0,19.0,16.7,29.0,27.4,25.1,31.0,47.6,47.8,32.0,35.9,67.5,-11.7,261,187,0
24,34,22,0.3646,51.9,50.9,18.2,16.5,30.9,24.2,28.8,29.0,51.6,51.0,34.9,33.8,64.9,-8.3,138,307,0
22,30,14,0.364,51.6,52.4,17.8,18.1,25.8,28.9,36.7,39.6,50.6,52.8,35.4,34.6,71.6,-12.4,144,301,0
9,29,14,0.3618,48.9,49.5,19.5,17.7,27.4,30.2,33.9,35.3,49.4,52.1,32.0,30.1,66.4,-12.5,246,218,0
3,27,13,0.3578,51.8,53.1,17.4,18.2,28.7,27.9,29.7,35.3,50.3,52.1,36.2,36.2,66.3,-12.0,153,297,0
11,31,9,0.3573,50.1,51.7,21.2,15.7,26.3,23.7,30.6,25.6,51.6,51.9,32.0,34.3,64.6,-15.4,274,174,0
8,32,18,0.3566,52.9,50.4,18.5,15.6,25.3,26.0,32.9,31.5,51.9,50.4,36.1,33.6,69.7,-9.8,164,287,0
25,27,11,0.3499,45.7,49.4,20.3,20.3,30.5,31.7,29.7,32.3,45.3,46.8,31.0,35.5,65.4,-11.0,289,156,0
28,29,17,0.3488,49.2,49.2,20.4,25.2,27.5,31.1,33.6,45.7,47.5,52.9,35.0,28.4,70.3,-8.7,322,123,0
12,31,12,0.3477,49.4,52.0,18.1,17.8,27.3,28.1,24.3,28.3,52.1,51.6,30.1,35.3,72.4,-14.1,218,254,0
2,30,18,0.3451,50.3,52.6,15.5,17.4,27.4,29.7,27.7,23.8,49.9,54.1,34.0,33.6,68.2,-8.0,144,314,0
4,31,8,0.3449,41.3,48.3,19.1,18.9,29.8,27.0,25.4,33.6,42.8,46.6,25.2,33.8,65.0,-12.9,347,56,0
16,30,14,0.3444,50.0,50.6,18.7,17.2,28.6,28.6,27.0,27.2,49.2,47.6,34.0,37.1,68.9,-12.3,181,279,0
2,31,18,0.3441,52.6,52.8,16.2,16.6,21.9,28.8,31.1,19.7,48.9,52.7,38.3,35.2,68.3,-9.4,153,307,0
16,29,15,0.339,48.7,49.1,18.4,17.3,24.5,28.5,28.9,29.2,46.3,48.7,35.6,33.3,66.3,-9.3,261,212,0
2,26,15,0.3382,50.9,50.4,14.8,14.0,27.9,21.9,25.4,26.6,48.1,49.8,36.6,34.2,61.9,-9.3,169,294,0
12,31,16,0.3371,52.9,50.8,18.4,14.3,26.1,28.2,31.2,21.1,51.9,51.6,36.2,32.9,67.6,-9.6,148,320,0
21,29,16,0.3367,48.4,48.5,18.5,18.2,30.6,29.7,30.4,29.7,49.6,48.8,31.0,32.0,72.5,-8.6,243,236,0
14,32,19,0.3366,51.0,51.0,17.3,17.1,29.8,28.3,30.4,30.3,50.8,50.7,34.1,34.3,66.6,-10.4,160,304,0
26,28,13,0.3324,52.0,50.4,17.1,13.8,23.7,29.4,29.9,26.3,51.7,50.9,34.8,33.1,70.4,-11.7,205,270,0
8,29,18,0.3282,50.2,51.8,15.7,19.1,18.1,26.8,38.5,42.8,49.9,49.9,33.9,37.5,65.3,-9.9,225,260,0
18,26,16,0.3259,50.4,49.4,20.7,23.5,28.0,34.5,36.2,33.9,47.8,48.6,36.2,34.0,70.4,-9.5,236,249,0
17,30,14,0.3207,51.3,52.4,19.5,17.1,26.8,28.3,38.1,32.8,49.8,50.8,35.7,36.3,70.0,-12.2,197,284,0
25,26,13,0.3203,47.8,48.2,21.1,18.9,27.7,31.0,31.6,35.5,50.1,47.3,29.2,33.0,66.0,-11.1,294,182,0
22,30,11,0.32,49.2,51.5,18.9,18.1,30.9,30.5,24.0,24.0,49.2,53.4,32.9,32.4,69.1,-14.2,214,273,0
11,30,10,0.3188,49.0,50.6,19.9,16.6,25.4,28.8,25.9,43.8,48.6,49.9,33.0,34.5,66.0,-13.5,246,247,0
3,30,14,0.3152,52.3,51.5,19.0,14.1,22.7,28.0,33.9,22.7,53.2,48.1,34.0,37.5,69.3,-12.4,188,294,0
21,29,14,0.3132,48.6,48.6,20.1,18.9,31.0,29.1,26.3,26.2,47.6,47.4,33.9,33.9,63.5,-11.2,300,177,0
17,29,14,0.3113,50.3,53.5,15.0,18.0,26.0,30.2,23.7,30.4,49.5,52.5,34.3,36.7,67.5,-13.2,151,333,0
30,30,16,0.3109,49.6,52.9,15.9,17.3,28.8,22.7,29.4,31.4,49.8,51.3,33.0,37.4,70.5,-10.2,236,264,0
8,29,14,0.3058,47.1,52.7,17.0,23.4,26.1,31.8,31.6,39.4,48.4,51.2,29.7,36.7,70.6,-12.8,298,191,0
3,27,13,0.3055,48.4,54.6,15.6,22.3,28.7,31.8,21.7,28.1,46.0,56.6,33.9,34.4,71.0,-13.7,205,287,0
22,30,14,0.3032,49.0,50.1,19.8,19.7,29.7,28.6,30.4,39.2,47.6,49.8,34.6,33.7,67.4,-13.5,258,244,0
32,31,7,0.3022,47.5,52.7,20.4,18.0,26.3,31.0,23.9,31.5,45.6,54.6,34.1,32.9,70.2,-15.3,261,242,0
20,29,11,0.2992,50.9,51.5,21.5,20.3,19.6,29.4,26.8,38.9,51.6,53.8,33.3,31.2,63.2,-10.1,294,204,0
25,28,13,0.2974,50.2,52.9,18.9,19.4,24.7,33.4,26.0,34.7,50.5,52.0,33.2,36.2,67.8,-11.9,209,293,0
9,30,15,0.2968,51.3,51.6,18.7,17.8,22.3,30.8,29.0,38.3,49.3,52.8,36.4,33.3,68.5,-10.6,193,301,0
3,28,11,0.2889,48.1,48.8,21.6,16.7,25.2,36.9,30.4,28.7,47.7,48.0,32.4,33.9,68.1,-11.7,281,232,0
10,27,13,0.2843,52.0,52.7,18.9,17.2,18.6,27.6,32.7,22.0,50.3,54.3,36.0,32.9,67.9,-11.6,200,310,0
16,29,15,0.2786,48.3,52.2,20.5,19.9,30.0,30.9,41.4,34.7,50.0,52.9,29.9,33.9,68.5,-10.4,232,281,0
9,29,12,0.2754,45.4,53.5,19.5,21.1,33.1,24.6,30.2,40.7,49.0,51.0,26.1,38.4,64.1,-14.2,302,215,0
29,30,19,0.2698,51.8,53.7,20.0,19.6,25.9,33.2,38.8,27.3,51.9,55.4,34.4,34.0,70.3,-8.9,178,337,0
17,29,13,0.2697,48.6,53.5,16.5,17.3,29.9,30.7,31.9,30.8,48.0,53.1,33.1,36.0,72.7,-13.4,168,339,0
2,28,15,0.269,48.0,48.9,18.3,19.5,29.2,29.9,26.5,32.5,49.3,45.6,30.2,37.0,67.6,-11.8,309,208,0
9,27,11,0.2688,46.5,52.0,20.6,20.2,28.9,26.0,27.8,37.4,47.7,51.3,29.8,35.4,64.3,-12.1,304,218,0
20,30,8,0.2676,49.7,53.5,20.0,15.7,22.0,30.5,22.5,27.0,48.2,53.4,34.3,35.8,65.5,-13.6,252,275,0
31,27,13,0.2664,46.5,50.9,21.0,17.8,26.7,28.9,35.2,30.7,47.8,51.7,29.5,33.0,71.6,-11.5,320,194,0
14,29,14,0.263,51.1,51.6,17.2,16.8,25.0,27.2,22.9,34.2,53.3,50.0,32.4,37.4,68.9,-11.7,227,298,0
12,30,15,0.2611,49.9,50.2,20.1,18.5,27.0,29.8,24.6,31.4,49.0,50.2,34.0,33.4,66.7,-12.0,276,254,0
32,28,8,0.2604,46.2,54.9,17.4,18.7,22.6,22.6,32.3,28.1,45.8,52.1,31.4,39.2,68.0,-15.5,302,229,0
28,27,8,0.2601,48.4,51.0,24.0,20.6,31.7,34.2,38.5,44.8,46.8,49.6,34.5,35.7,70.7,-11.9,281,249,0
16,31,11,0.2582,45.4,51.5,16.9,17.8,28.0,26.3,30.2,32.2,45.5,53.7,30.2,31.2,68.3,-15.0,294,238,0
2,32,12,0.2567,53.3,51.6,18.2,16.5,23.8,28.4,27.6,28.9,51.5,50.4,36.9,35.7,67.1,-16.0,205,327,0
9,29,12,0.2534,46.6,51.0,18.1,19.9,29.2,30.8,28.2,37.8,46.3,50.1,31.5,34.8,67.7,-14.5,284,254,0
22,27,12,0.2489,46.6,52.5,21.3,20.9,29.5,30.4,25.7,36.1,46.9,54.1,30.8,33.2,64.6,-10.8,311,226,0
30,27,10,0.2473,52.0,58.9,12.6,16.1,20.7,27.1,23.7,32.5,52.5,58.0,34.4,40.1,65.5,-15.8,101,356,0
28,30,11,0.2462,45.3,47.7,19.9,18.3,31.4,27.9,26.5,36.6,45.5,47.5,30.0,32.2,63.9,-12.7,333,187,0
0,30,6,0.245,45.4,54.0,16.9,19.0,29.2,31.5,21.9,21.9,45.2,51.3,30.5,39.8,65.9,-16.4,261,281,0
29,29,18,0.2445,49.4,50.1,19.3,19.7,26.0,30.8,42.0,32.8,50.4,51.1,30.8,32.3,71.9,-9.1,294,251,0
22,30,11,0.2432,46.7,49.0,21.6,19.2,31.1,30.6,34.5,37.6,48.1,48.7,29.5,33.0,68.4,-15.2,318,222,0
24,29,14,0.2366,50.4,51.4,19.5,20.6,25.2,26.1,25.0,30.7,51.7,51.3,32.1,34.3,65.3,-12.1,316,234,0
24,29,15,0.2289,48.8,52.8,18.9,19.4,29.8,27.2,32.1,22.9,49.3,51.6,31.9,36.4,69.0,-12.2,287,269,0
3,29,11,0.2289,48.2,54.8,18.8,16.4,26.2,30.9,23.1,29.8,50.3,55.8,29.5,35.3,72.1,-13.0,230,327,0
10,25,8,0.2282,44.4,51.4,18.0,20.1,32.0,26.1,29.5,48.0,44.9,50.5,28.3,35.2,64.4,-13.8,278,277,0
22,28,8,0.2276,46.1,50.8,19.4,18.4,29.8,31.8,26.3,37.2,47.0,51.2,29.7,33.4,69.1,-15.7,284,272,0
21,29,14,0.2212,48.6,49.1,18.5,22.6,22.5,36.2,26.0,33.9,47.8,48.8,33.3,33.2,62.2,-11.1,327,229,0
2,31,13,0.2208,46.2,50.7,18.7,20.7,26.1,27.2,24.9,31.8,45.2,49.1,32.3,35.5,65.3,-12.8,342,180,0
26,31,11,0.2186,47.9,53.2,17.7,14.3,28.6,28.5,27.8,28.7,49.0,52.6,31.3,36.0,68.4,-14.1,255,312,0
30,30,11,0.2185,52.7,52.4,18.6,16.5,23.7,28.1,32.0,32.2,51.1,50.9,37.1,36.4,66.5,-16.2,240,329,0
10,27,7,0.2165,46.1,48.1,22.6,17.0,27.3,26.9,36.3,36.8,47.2,44.5,29.5,36.2,64.6,-16.4,331,226,0
17,30,9,0.2131,47.2,50.6,19.9,19.7,24.3,29.4,33.0,40.7,47.0,51.8,31.7,32.3,67.0,-14.7,336,210,0
18,24,13,0.2086,46.1,51.2,21.2,23.2,31.4,29.9,31.0,43.7,46.6,51.0,30.0,34.4,71.6,-10.8,325,238,0
24,31,13,0.2073,52.1,49.3,19.2,14.7,21.5,26.4,25.1,31.8,48.9,47.4,38.2,36.4,68.2,-14.5,266,307,0
2,27,12,0.2031,48.8,49.9,18.8,15.9,26.7,27.1,23.2,30.1,47.0,49.6,34.7,33.6,67.1,-12.7,325,246,0
3,26,9,0.2022,43.2,50.2,17.0,18.9,25.5,29.9,23.8,40.0,42.8,50.1,29.2,33.7,67.6,-15.2,346,191,0
17,30,10,0.2017,48.2,51.6,19.2,16.9,23.3,28.4,29.8,29.3,49.3,50.6,30.7,35.6,69.5,-15.4,314,267,0
3,26,11,0.2011,48.8,53.0,19.5,16.1,28.2,27.5,25.6,26.8,46.5,53.5,34.9,34.9,65.5,-14.6,290,287,0
29,29,11,0.194,48.6,52.0,22.0,17.7,33.2,28.9,37.5,40.2,49.9,52.0,30.6,34.7,69.7,-16.4,269,322,0
17,28,8,0.1934,49.3,53.4,20.3,15.0,27.2,32.3,24.3,29.8,48.9,55.3,33.2,33.8,64.2,-16.9,269,320,0
28,28,13,0.1927,46.1,48.2,18.7,18.5,25.7,34.4,29.8,38.9,46.6,46.4,29.7,34.3,65.4,-12.2,307,275,0
14,31,8,0.1885,50.9,53.1,20.8,16.9,28.2,32.2,28.2,28.9,51.6,51.9,32.9,36.9,66.9,-18.7,240,340,0
12,28,10,0.1863,43.6,54.3,17.6,17.0,29.5,25.8,25.4,33.0,43.9,53.0,28.7,37.7,68.7,-15.7,324,268,0
8,27,11,0.1847,48.8,52.6,16.7,17.7,21.4,27.6,28.3,33.7,46.9,53.4,35.1,34.2,64.4,-14.1,300,291,0
24,29,10,0.1796,50.6,53.7,16.4,17.2,22.4,30.0,20.9,25.8,51.9,51.8,32.8,38.0,64.8,-15.4,271,331,0
31,29,8,0.1767,49.5,51.9,20.7,17.9,24.7,33.5,41.4,35.7,51.9,53.7,30.3,32.7,71.7,-16.3,251,342,0
18,27,16,0.1743,47.7,50.5,23.8,22.0,32.6,30.5,37.8,43.4,48.3,51.4,31.1,32.9,67.6,-10.4,311,289,0
18,28,15,0.1742,43.3,49.9,20.2,20.6,34.3,29.0,31.9,37.4,42.1,47.7,30.6,35.7,70.4,-12.5,337,249,0
25,25,9,0.1733,47.9,56.3,20.3,20.0,23.5,30.6,32.3,31.0,46.6,55.5,33.3,38.4,66.8,-13.6,278,329,0
21,29,10,0.1713,46.0,51.9,17.9,18.9,29.4,29.8,23.3,32.4,45.4,52.7,31.3,33.3,66.7,-15.6,320,283,0
17,30,7,0.1713,47.8,53.0,19.6,16.6,25.4,31.4,30.5,36.0,45.5,53.6,34.1,34.8,67.6,-16.1,305,298,0
18,32,9,0.1681,46.0,49.3,19.4,21.2,20.1,32.0,34.6,28.1,47.6,46.7,29.7,35.2,72.9,-16.7,352,204,0
9,26,9,0.1642,44.1,47.4,18.0,16.2,22.1,31.0,36.5,37.9,44.1,48.8,29.3,29.8,68.9,-15.3,345,242,0
18,24,11,0.1641,45.4,51.0,22.0,23.8,27.3,29.9,31.0,35.8,44.3,51.3,31.2,33.7,67.6,-11.4,354,174,0
24,32,9,0.1629,52.8,53.8,19.3,13.7,21.8,30.0,28.3,22.9,50.6,52.3,37.6,37.4,67.8,-18.4,209,353,0
19,29,6,0.16,46.9,56.1,17.2,17.9,14.4,22.3,24.6,31.0,45.2,55.3,32.6,38.4,63.9,-16.4,341,260,0
28,30,12,0.1597,44.6,48.9,20.0,19.2,27.4,31.4,33.4,40.8,43.8,46.3,31.1,35.7,69.2,-13.6,340,264,0
21,29,10,0.1577,50.8,53.2,19.6,15.7,30.8,31.3,24.9,25.5,50.5,53.6,34.2,35.0,67.4,-16.7,218,353,0
21,29,9,0.1558,46.9,52.4,18.1,18.3,30.5,31.9,29.8,25.6,46.7,51.4,31.5,35.9,67.1,-16.6,314,307,0
28,30,10,0.1532,47.7,50.4,21.5,19.4,29.5,33.5,36.9,33.8,46.8,50.8,33.0,33.2,69.8,-14.3,297,333,0
12,31,7,0.1473,46.9,54.1,19.7,15.9,23.7,28.4,26.7,28.1,47.0,52.6,31.0,37.4,67.1,-18.9,307,325,0
28,30,12,0.1471,41.3,46.3,19.6,19.6,28.7,31.0,33.5,28.6,41.5,45.2,27.1,32.0,66.6,-14.0,356,134,0
8,29,9,0.1406,50.2,54.6,18.5,14.5,23.3,26.3,33.8,33.9,47.4,55.5,36.7,35.1,70.2,-17.7,266,347,0
8,28,7,0.1387,47.4,53.2,21.1,16.7,27.6,27.5,33.0,35.2,49.6,54.5,29.6,34.1,63.9,-18.9,322,322,0
14,29,5,0.1381,46.5,53.0,19.9,18.1,26.6,28.7,32.0,31.7,48.9,53.6,28.0,34.7,64.5,-20.4,339,285,0
8,30,9,0.1359,47.9,53.0,20.4,13.8,28.9,23.5,27.7,34.1,45.4,52.2,34.3,36.3,65.3,-18.0,311,337,0
14,31,10,0.1327,47.7,47.5,19.6,14.9,25.9,30.1,28.0,29.1,47.5,45.3,31.9,33.8,66.9,-17.8,342,281,0
10,28,7,0.132,44.4,51.9,18.5,19.9,26.8,33.0,29.6,36.5,44.0,53.1,30.2,33.2,64.9,-17.4,327,320,0
29,29,9,0.1317,49.5,53.2,20.1,17.1,27.8,32.2,25.0,34.1,48.4,54.4,34.4,34.0,71.2,-16.4,278,346,0
28,29,9,0.1306,45.4,51.5,19.7,20.4,27.9,30.9,28.8,35.5,43.7,52.7,33.7,32.9,66.0,-16.7,329,317,0
11,31,5,0.1304,46.0,53.6,23.1,17.9,27.1,27.7,30.3,27.2,45.5,55.7,31.1,33.7,68.9,-20.4,350,260,0
24,32,10,0.1302,49.6,53.3,20.2,17.4,25.0,29.0,25.6,28.9,49.6,53.9,33.1,34.7,65.0,-18.1,331,314,0
31,32,7,0.1273,45.9,53.6,22.0,18.6,31.6,32.2,29.3,38.5,45.2,50.0,31.1,40.1,66.2,-18.1,299,345,0
29,25,11,0.1199,48.8,55.3,20.6,19.1,29.3,27.2,37.8,37.8,50.5,53.7,30.5,38.8,68.3,-14.3,306,344,0
9,28,6,0.111,46.2,55.4,21.4,17.3,26.2,25.7,28.4,30.0,47.1,56.1,30.1,36.1,69.2,-20.0,335,337,0
2,28,11,0.1087,46.5,51.0,18.7,16.7,23.2,27.9,31.0,27.0,45.1,51.0,32.6,34.0,66.2,-13.3,353,275,0
30,29,6,0.1084,47.2,56.3,17.5,13.6,26.8,25.8,31.6,30.5,44.7,55.8,33.5,38.1,67.4,-20.7,290,352,0
21,26,4,0.1049,46.4,53.8,19.3,18.1,27.7,34.1,27.8,34.1,45.2,54.5,32.4,35.1,69.6,-17.2,311,347,0
30,29,5,0.1028,49.3,56.3,19.3,14.7,24.6,30.0,28.3,37.4,46.9,54.0,35.8,39.9,69.8,-18.5,281,355,0
31,27,2,0.0952,44.5,52.9,21.5,17.8,30.0,31.7,26.2,38.5,44.1,52.7,30.2,35.5,66.0,-21.1,347,327,0
24,29,9,0.0887,45.1,53.2,18.2,17.6,27.3,29.4,28.6,30.8,43.2,52.7,33.1,36.1,67.0,-18.7,349,335,0
28,29,7,0.0864,46.6,55.5,19.5,18.7,24.8,36.3,33.6,34.6,48.0,56.1,29.8,36.0,67.4,-17.4,264,358,0
28,28,2,0.0801,44.5,56.7,18.1,20.7,23.4,33.9,31.4,36.5,43.8,55.1,30.5,40.0,70.8,-21.3,331,351,0
29,29,7,0.0797,48.4,56.8,19.9,18.0,22.3,32.4,27.4,30.0,46.5,57.4,33.8,37.1,65.0,-19.4,316,357,0
2,26,6,0.0792,46.9,54.9,19.3,18.3,24.0,30.4,20.4,32.8,47.0,53.3,31.0,38.6,66.1,-18.3,337,349,0
15,25,4,0.0725,48.5,54.8,21.5,16.4,27.5,28.8,26.1,25.1,46.4,53.4,34.9,37.8,69.6,-18.1,344,349,0
21,32,8,0.0712,46.0,52.9,20.6,18.8,26.3,31.8,29.1,28.8,42.6,53.3,34.2,34.8,65.1,-19.0,351,340,0
18,25,2,0.0587,45.0,51.1,25.6,19.3,27.0,34.7,32.4,34.2,43.4,48.6,32.2,36.1,68.1,-22.8,355,317,0
22,29,5,0.0442,44.2,53.4,24.1,18.2,20.6,32.6,31.2,24.2,42.3,55.8,31.8,33.5,64.9,-20.3,357,289,0
14,27,3,0.0285,42.4,52.8,26.1,20.5,30.1,33.0,24.9,37.5,41.6,52.4,29.2,35.5,62.6,-22.4,358,301,0
6,36,28,0.9177,52.6,47.0,17.5,20.2,28.7,28.7,29.8,31.1,53.0,47.2,34.7,31.0,69.0,10.1,30,13,1
5,35,29,0.9333,51.8,47.2,17.2,15.4,38.4,23.5,37.2,19.2,54.1,47.2,32.2,31.3,63.9,9.4,10,20,1
27,37,31,0.9548,52.1,41.3,18.7,15.8,34.2,27.9,36.6,32.6,53.8,40.8,33.5,28.3,72.6,10.2,15,3,1
4,37,33,0.9532,52.3,42.7,15.4,21.1,37.1,27.7,28.9,35.7,53.1,43.4,34.0,27.9,63.4,8.0,13,5,1
6,38,29,0.9371,53.3,48.1,16.3,22.1,28.3,29.0,30.5,33.7,54.0,47.9,34.7,32.4,68.5,7.5,15,10,1
7,36,29,0.9197,56.0,51.0,15.3,22.5,26.2,31.7,27.0,29.1,58.2,50.3,35.3,34.7,68.4,7.8,8,41,1
23,35,28,0.9292,56.5,47.1,18.4,16.9,30.7,26.1,35.8,25.5,56.4,46.2,37.8,32.3,72.2,7.6,6,33,1
23,37,31,0.9528,51.1,46.8,14.9,23.3,33.0,28.2,27.4,27.5,50.6,46.9,34.9,31.1,66.1,8.4,22,2,1
6,36,26,0.8803,52.3,48.1,19.3,21.0,29.9,30.3,36.1,36.3,52.8,49.2,34.3,30.8,69.8,4.2,39,27,1
32,36,31,0.9251,57.6,51.4,14.8,17.8,31.2,25.6,34.1,26.0,58.2,50.6,37.5,35.2,70.1,6.6,1,77,1
6,34,23,0.8991,53.2,51.6,17.9,19.9,34.4,30.9,36.8,31.3,51.6,53.3,36.8,32.5,66.9,5.2,2,103,1
7,37,27,0.889,55.2,50.3,17.2,16.2,30.8,25.0,31.4,27.0,53.8,48.6,39.0,35.8,70.5,5.4,9,74,1
7,39,31,0.9643,53.9,44.4,18.9,18.5,38.5,26.1,30.8,37.8,53.6,44.4,36.3,29.7,66.7,5.0,3,9,1
5,35,23,0.8557,53.5,47.2,16.8,16.3,28.1,29.0,29.5,29.8,53.0,45.4,36.8,33.4,67.9,3.4,35,47,1
1,33,25,0.8591,51.2,48.3,13.6,19.5,25.6,24.9,34.7,26.3,50.4,46.4,35.0,34.1,61.3,4.1,69,23,1
27,36,25,0.9401,49.9,42.8,18.1,22.2,36.4,26.9,30.7,33.8,50.3,45.1,32.8,26.5,65.1,2.8,57,1,1
20,38,32,0.9205,49.3,46.5,17.3,19.1,31.6,26.1,33.2,30.2,48.4,49.3,34.0,28.3,65.7,5.7,61,4,1
1,37,29,0.8715,54.3,51.2,16.1,18.1,31.8,28.8,30.7,24.0,53.8,51.8,36.8,33.5,68.6,3.7,7,109,1
32,34,27,0.9213,52.0,47.1,16.4,19.2,32.6,21.9,32.0,29.9,50.8,45.7,36.1,33.3,61.9,3.4,44,6,1
1,36,27,0.9072,51.1,46.0,18.3,16.5,35.9,26.1,29.9,23.7,51.5,46.2,33.5,30.5,64.9,4.5,33,14,1
7,37,24,0.9177,54.2,47.1,16.6,13.9,25.3,23.5,28.4,19.7,55.1,45.7,35.4,33.6,67.7,2.2,21,15,1
27,34,22,0.8738,50.6,48.6,17.4,16.6,39.2,25.0,31.9,29.9,50.0,48.6,34.7,32.4,65.8,1.6,18,59,1
6,35,22,0.8704,50.0,48.1,16.7,21.6,32.2,30.5,34.1,30.1,51.5,49.2,31.0,30.8,69.7,2.2,49,25,1
6,33,19,0.8678,49.9,49.9,19.6,25.0,33.9,26.5,27.9,40.8,50.0,49.2,33.1,33.7,64.0,2.4,123,7,1
5,34,22,0.8642,47.3,48.4,14.7,21.3,28.6,27.7,29.7,31.6,46.7,46.8,32.1,33.8,64.5,1.6,78,17,1
27,35,25,0.7939,55.0,52.3,15.8,24.0,26.3,37.2,29.1,34.2,55.8,52.2,36.0,35.0,68.9,3.5,11,183,1
27,35,25,0.8808,48.8,48.2,18.3,20.9,36.7,30.4,45.1,34.7,48.8,47.2,32.6,33.0,66.0,3.7,30,38,1
5,34,21,0.8771,51.7,48.6,16.4,14.8,27.6,25.2,27.2,28.0,48.2,48.7,39.3,32.4,64.6,2.4,25,44,1
5,35,22,0.8658,50.8,47.7,16.5,18.4,30.0,28.1,34.3,28.4,51.8,47.4,32.8,32.3,64.3,1.0,39,39,1
5,33,19,0.8385,51.7,53.3,14.0,18.2,32.1,27.4,32.3,23.8,52.1,52.5,34.0,36.6,69.6,0.3,4,171,1
4,35,26,0.903,53.0,46.7,18.3,20.8,31.2,32.7,35.4,34.4,53.1,47.1,35.3,30.8,71.0,4.7,19,30,1
27,36,22,0.8894,50.9,47.2,18.1,20.5,30.8,27.9,39.3,39.5,52.5,47.4,31.3,31.1,69.5,0.4,45,16,1
12,37,35,0.8815,54.3,46.1,16.9,17.7,31.4,25.4,29.6,26.3,53.8,44.7,36.6,32.4,67.5,4.7,28,39,1
27,34,21,0.8829,49.5,45.7,17.7,18.9,32.8,32.4,36.3,38.9,50.7,47.0,31.5,28.8,67.6,1.1,35,28,1
6,34,19,0.8933,51.5,50.9,18.5,20.9,34.0,29.3,39.4,38.7,50.9,50.8,35.0,34.0,68.4,1.5,14,56,1
5,33,20,0.8216,51.4,46.7,18.4,18.5,31.6,26.7,34.3,30.1,55.1,45.1,30.8,33.4,69.8,0.9,91,33,1
5,37,23,0.8547,55.4,49.1,13.7,13.1,19.2,25.6,21.3,25.5,53.1,49.2,38.7,32.7,64.3,1.3,11,105,1
23,33,22,0.8298,51.2,45.4,18.1,17.9,28.8,32.7,33.2,30.2,51.0,42.7,34.5,33.4,68.0,2.1,47,53,1
20,33,24,0.8361,51.6,47.5,16.6,17.5,27.2,24.0,30.3,27.6,50.6,48.0,35.6,31.2,66.3,2.1,66,36,1
20,34,26,0.867,55.5,48.1,17.6,15.8,27.4,24.5,34.9,30.3,54.5,46.2,37.9,34.5,68.6,2.9,19,65,1
1,36,24,0.7743,52.5,48.5,16.3,16.6,29.5,28.6,32.9,30.4,51.4,48.2,36.0,32.6,67.2,-0.3,35,123,1
7,33,21,0.8128,51.1,49.7,16.8,16.9,34.7,27.3,36.3,25.4,50.8,49.2,34.6,33.8,66.8,1.3,22,115,1
1,34,23,0.8272,51.5,49.8,13.5,18.8,30.4,26.2,25.3,34.0,51.1,50.9,34.7,31.6,69.2,1.1,32,80,1
23,36,23,0.8207,48.4,46.5,16.8,20.1,29.2,31.5,31.2,33.5,48.5,43.6,32.2,34.1,68.1,1.2,100,30,1
27,34,21,0.7985,46.7,46.2,19.4,21.7,35.5,28.6,33.8,27.6,50.4,45.8,26.6,31.1,63.6,0.4,186,10,0
20,32,22,0.7542,50.7,49.8,15.3,18.5,22.8,24.9,39.1,31.8,50.2,50.0,34.4,33.0,65.9,0.7,78,87,0
19,34,27,0.8155,52.9,46.9,15.5,17.5,23.8,22.4,28.4,27.4,51.9,46.9,36.4,31.3,66.3,-0.7,93,36,1
0,35,27,0.8026,52.0,46.9,19.6,23.9,28.9,30.0,41.6,31.1,51.9,46.4,34.8,31.9,67.9,1.0,150,17,1
30,31,30,0.7487,55.4,48.6,13.3,17.4,24.5,27.7,24.2,21.7,55.9,46.8,36.5,34.3,70.2,1.6,47,123,1
11,34,31,0.7865,51.1,47.9,16.7,19.3,34.6,25.4,32.7,24.9,52.5,49.1,33.0,30.1,71.0,1.7,84,59,1
26,33,28,0.6984,55.0,50.7,15.7,18.2,28.9,27.3,34.8,31.9,58.3,51.5,34.1,32.7,68.2,-2.0,38,188,1
25,31,26,0.7299,52.8,50.5,17.7,18.4,33.3,26.3,37.0,34.2,51.9,49.3,36.5,35.6,68.4,-0.5,61,123,1
16,35,27,0.7909,51.6,46.3,15.1,20.7,31.6,30.8,29.0,30.9,50.4,47.1,36.2,29.7,68.5,-1.7,64,71,1
17,33,28,0.756,50.8,47.3,16.3,22.3,31.3,30.2,31.5,38.1,51.4,47.9,33.2,31.0,67.8,0.8,123,48,1
31,33,24,0.6388,52.8,47.5,18.1,15.1,30.2,30.4,36.9,33.2,50.4,47.1,37.6,32.3,64.9,-3.8,55,213,1
8,33,25,0.6871,51.0,49.8,17.8,20.1,25.7,25.4,44.0,35.1,52.6,48.8,31.8,34.6,66.3,-2.7,155,68,1
